transaction_id,user_id,product_id,amount,date,sale_day,sale_month,sale_year,is_wallet_payment,is_wallet_payment_le,pay_Cash,pay_Credit Card,pay_Debit Card,pay_Net Banking,pay_UPI,pay_Wallet,amount_log,amount_sqrt,amount_standard_scaled,amount_minmax_scaled,category,name,age,city,registration_date,reg_day,reg_month,reg_year,gender_Female,gender_Male,gender_Other,purchase_frequency,avg_monthly_spend,spending_group,spending_group_encoded,days_since_last_purchase,spend_beauty,spend_books,spend_clothing,spend_electronics,spend_grocery,spend_home,spend_sports,spend_toys
T000031,U0117,P021,35.23,2024-05-04,4,5,2024,0,0,False,False,True,False,False,False,3.5898875049069856,5.935486500700679,-0.7651299646106444,0.10095918567094057,Books,Aadhya Joshi,31.0,Kolkata,2022-06-01,1,6,2022,True,False,False,13,143.5614285714286,High,2.0,56,0.0,165.31,458.83,102.63,127.18,43.33,20.75,86.9
T000032,U0147,P025,62.17,2025-04-21,21,4,2025,0,0,False,False,True,False,False,False,4.145829504910609,7.884795495128583,-0.11545234349192282,0.23279827738083586,Electronics,Ishaan Mehta,22.0,Ghaziabad,2023-09-14,14,9,2023,False,True,False,12,75.10333333333334,High,2.0,7,40.02,257.28,32.85,103.53999999999999,77.19,141.2,0.0,23.85
T000033,U0012,P021,56.11,2025-08-26,26,8,2025,1,1,False,False,False,False,False,True,4.044979232676772,7.490660852021001,-0.2615936346567132,0.2031418224527748,Books,Aarohi Singh,28.0,Ghaziabad,2024-06-25,25,6,2024,False,False,True,8,122.76199999999999,High,2.0,27,49.85,185.72,0.0,215.85,54.06,23.59,0.0,84.74
T000034,U0181,P025,36.93,2023-11-08,8,11,2023,0,0,False,False,False,True,False,False,3.6357423557008075,6.0770058416953985,-0.7241332327657362,0.10927865322501713,Electronics,Aditya Bose,37.0,Bengaluru,2023-08-14,14,8,2023,True,False,False,4,48.4,Low,0.0,698,0.0,0.0,0.0,36.93,116.47,0.0,0.0,40.2
T000035,U0127,P003,197.62,2025-10-25,25,10,2025,0,0,False,False,True,False,False,False,5.291393451475212,14.057738082636197,3.151022555562674,0.8956640892629931,Beauty,Ishaan Nair,24.0,Vadodara,2022-03-24,24,3,2022,True,False,False,2,130.4,Medium,1.0,7,197.62,0.0,0.0,0.0,0.0,0.0,63.18,0.0
T000036,U0152,P022,79.87,2025-06-20,20,6,2025,0,0,False,True,False,False,False,False,4.392842927107731,8.937001734362594,0.3113959821874154,0.31941861603210336,Electronics,Vivaan Mehta,34.0,Indore,2023-11-09,9,11,2023,False,False,True,4,59.41,Low,0.0,32,0.0,21.86,0.0,179.73000000000002,36.05,0.0,0.0,0.0
T000037,U0026,P034,16.2,2023-02-01,1,2,2023,0,0,False,False,False,True,False,False,2.8449093838194073,4.024922359499621,-1.2240522040274693,0.007830087109719094,Books,Ira Joshi,32.0,Delhi,2024-05-31,31,5,2024,False,True,False,5,52.41,Low,0.0,595,55.2,16.2,0.0,27.25,66.32,44.67,0.0,0.0
T000038,U0185,P010,61.06,2023-11-13,13,11,2023,0,0,False,False,False,True,False,False,4.128101659020234,7.814089838234521,-0.1422207978141864,0.22736615444846825,Sports,Ira Bose,30.0,Thane,2022-11-01,1,11,2022,True,False,False,4,72.525,Medium,1.0,52,0.0,40.7,58.68,0.0,0.0,0.0,61.06,129.66
T000039,U0020,P031,36.71,2024-11-24,24,11,2024,0,0,False,False,False,False,True,False,3.6299253112702656,6.058877783880444,-0.7294386921809595,0.10820201624743077,Grocery,Vivaan Ghosh,20.0,Lucknow,2023-02-15,15,2,2023,False,True,False,4,95.53333333333335,Medium,1.0,210,0.0,0.0,123.15,0.0,36.71,48.81,0.0,77.93
T000040,U0160,P045,91.05,2023-06-14,14,6,2023,0,0,False,False,False,True,False,False,4.522331907679087,9.5420123663722,0.5810097833792232,0.3741313497112655,Grocery,Myra Chopra,37.0,Nagpur,2022-12-11,11,12,2022,False,False,True,3,101.74499999999999,Low,0.0,130,31.73,0.0,0.0,0.0,91.05,80.71,0.0,0.0
T000041,U0085,P044,33.94,2025-02-17,17,2,2025,0,0,True,False,False,False,False,False,3.5536323047059106,5.825804665451804,-0.7962392493635453,0.09464617793872955,Beauty,Arjun Kapoor,25.0,Kanpur,2023-08-20,20,8,2023,False,True,False,6,78.62,High,2.0,114,33.94,229.31,55.21,28.28,0.0,46.36,0.0,0.0
T000042,U0082,P041,50.97,2025-09-26,26,9,2025,1,1,False,False,False,False,False,True,3.9506666290203505,7.139327699440614,-0.38554845917602387,0.17798766761280221,Home,Ishaan Verma,34.0,Lucknow,2024-02-29,29,2,2024,False,True,False,7,66.91666666666667,High,2.0,30,0.0,188.73000000000002,0.0,61.47,38.92,112.38,0.0,0.0
T000043,U0139,P003,73.92,2023-05-21,21,5,2023,0,0,True,False,False,False,False,False,4.316420877575887,8.597674104081872,0.16790742073023668,0.29030047959283545,Beauty,Kiara Reddy,38.0,Pune,2022-02-21,21,2,2022,True,False,False,4,85.75750000000001,Medium,1.0,132,73.92,110.12,0.0,0.0,94.73,64.26,0.0,0.0
T000044,U0061,P041,91.79,2024-08-11,11,8,2024,1,1,False,False,False,False,False,True,4.530338875365088,9.58070978581441,0.5988554195940657,0.37775276499951066,Home,Aarohi Joshi,28.0,Chennai,2022-10-31,31,10,2022,False,True,False,7,118.92999999999999,High,2.0,126,0.0,78.55,163.11,0.0,218.94,91.79,0.0,42.26
T000045,U0059,P048,26.57,2025-06-07,7,6,2025,0,0,False,True,False,False,False,False,3.3167282250357055,5.154609587543949,-0.9739721397735295,0.05857883918958599,Clothing,Vivaan Iyer,34.0,Mumbai,2023-02-04,4,2,2023,True,False,False,5,63.89,Medium,1.0,62,71.28,0.0,144.87,39.41,0.0,0.0,0.0,0.0
T000046,U0026,P049,44.67,2023-07-25,25,7,2023,1,1,False,False,False,False,False,True,3.821441627196908,6.683561924602779,-0.5374775242483306,0.14715669961828326,Home,Ira Joshi,32.0,Delhi,2024-05-31,31,5,2024,False,True,False,5,52.41,Low,0.0,595,55.2,16.2,0.0,27.25,66.32,44.67,0.0,0.0
T000047,U0114,P011,41.06,2024-09-05,5,9,2024,1,1,False,False,False,False,False,True,3.7390971702745537,6.407807737440318,-0.6245352901072239,0.12949006557697956,Electronics,Sai Singh,51.0,Chennai,2022-05-31,31,5,2022,False,True,False,7,121.62666666666667,Medium,1.0,43,29.56,126.61000000000001,0.0,41.06,83.68,83.97,0.0,0.0
T000048,U0008,P003,36.89,2023-04-25,25,4,2023,0,0,False,False,False,False,True,False,3.6346872250305093,6.073713855624086,-0.7250978617503222,0.10908290104727415,Beauty,Ishaan Reddy,38.0,Lucknow,2022-04-15,15,4,2022,False,True,False,3,52.05666666666667,Low,0.0,138,36.89,0.0,0.0,0.0,0.0,0.0,119.28,0.0
T000049,U0076,P023,157.48,2025-06-01,1,6,2025,0,0,False,False,False,False,True,False,5.0656284023902955,12.549103553640794,2.183017369530547,0.6992267788979153,Books,Ira Sharma,38.0,Vadodara,2022-11-03,3,11,2022,False,False,True,7,83.45666666666666,High,2.0,19,0.0,240.39999999999998,60.89,59.75,86.16,0.0,53.54,0.0
T000050,U0038,P016,69.62,2025-04-23,23,4,2025,0,0,True,False,False,False,False,False,4.25731339050024,8.34386001800126,0.0642098048872337,0.2692571204854654,Books,Vivaan Ghosh,18.0,Bengaluru,2022-03-29,29,3,2022,False,False,True,4,95.24666666666667,Medium,1.0,192,33.85,69.62,124.11,0.0,0.0,0.0,0.0,58.16
T000051,U0145,P044,25.62,2023-12-15,15,12,2023,0,0,False,False,True,False,False,False,3.2816628129669656,5.061620293937506,-0.9968820781574487,0.053929724968190276,Beauty,Aarav Kulkarni,34.0,Kolkata,2022-05-10,10,5,2022,False,True,False,8,77.6557142857143,High,2.0,217,296.62,141.0,70.65,0.0,0.0,35.32,0.0,0.0
T000052,U0045,P006,94.7,2025-02-22,22,2,2025,0,0,True,False,False,False,False,False,4.5612182984589085,9.731392500562292,0.6690321782227027,0.3919937359303122,Clothing,Sai Chopra,20.0,Mumbai,2022-03-14,14,3,2022,False,True,False,8,136.31,High,2.0,205,120.96,218.42,94.7,0.0,63.37,0.0,0.0,184.1
T000053,U0159,P044,195.06,2025-10-16,16,10,2025,0,0,False,False,True,False,False,False,5.27842073483358,13.9663882231592,3.089286300549165,0.8831359498874426,Beauty,Aditya Khan,22.0,Kolkata,2024-02-08,8,2,2024,True,False,False,3,150.3,Medium,1.0,16,195.06,0.0,0.0,0.0,0.0,36.95,0.0,68.59
T000054,U0150,P010,101.44,2025-08-02,2,8,2025,0,0,False,False,True,False,False,False,4.629277261331325,10.071742649611338,0.8315721621254561,0.4249779778800039,Sports,Muhammad Gupta,34.0,Kolkata,2022-04-15,15,4,2022,False,False,True,9,76.415,High,2.0,91,25.34,139.48000000000002,30.15,58.45,0.0,84.41,101.44,19.22
T000055,U0164,P017,21.94,2024-06-06,6,6,2024,0,0,False,False,False,True,False,False,3.1328821117012247,4.684015371452148,-1.0856279447393677,0.03592052461583635,Beauty,Muhammad Gupta,25.0,Indore,2023-05-16,16,5,2023,False,True,False,7,88.336,High,2.0,19,65.06,98.06,160.86,0.0,0.0,117.7,0.0,0.0
T000056,U0171,P001,40.83,2024-08-12,12,8,2024,0,0,False,False,False,True,False,False,3.733613785454107,6.389835678638379,-0.6300819067685939,0.1283644905549574,Grocery,Sai Patel,24.0,Chennai,2022-11-20,20,11,2022,False,False,True,2,60.115,Low,0.0,446,0.0,0.0,0.0,0.0,40.83,79.4,0.0,0.0
T000057,U0174,P035,116.76,2023-06-01,1,6,2023,0,0,False,False,True,False,False,False,4.7686486549805664,10.80555412739208,1.201025063221923,0.4999510619555643,Sports,Ira Kulkarni,34.0,Hyderabad,2024-05-02,2,5,2024,True,False,False,7,50.82714285714285,Medium,1.0,39,48.04,100.94,14.6,0.0,52.3,23.15,116.76,0.0
T000058,U0114,P023,35.71,2024-09-04,4,9,2024,0,0,True,False,False,False,False,False,3.603049197508743,5.975784467331465,-0.7535544167956114,0.10330821180385631,Books,Sai Singh,51.0,Chennai,2022-05-31,31,5,2022,False,True,False,7,121.62666666666667,Medium,1.0,43,29.56,126.61000000000001,0.0,41.06,83.68,83.97,0.0,0.0
T000059,U0164,P028,71.26,2024-05-27,27,5,2024,1,1,False,False,False,False,False,True,4.280270725719494,8.441563836162112,0.10375959325526278,0.2772829597729275,Home,Muhammad Gupta,25.0,Indore,2023-05-16,16,5,2023,False,True,False,7,88.336,High,2.0,19,65.06,98.06,160.86,0.0,0.0,117.7,0.0,0.0
T000060,U0117,P020,86.9,2025-02-26,26,2,2025,0,0,False,False,True,False,False,False,4.476199804691132,9.322016949137135,0.48092952622841806,0.35382206127043164,Toys,Aadhya Joshi,31.0,Kolkata,2022-06-01,1,6,2022,True,False,False,13,143.5614285714286,High,2.0,56,0.0,165.31,458.83,102.63,127.18,43.33,20.75,86.9
T000061,U0124,P007,31.31,2025-02-20,20,2,2025,0,0,False,False,True,False,False,False,3.475376779836407,5.595533933415112,-0.8596636051000796,0.08177547225212879,Books,Ishaan Ghosh,20.0,Jaipur,2024-02-24,24,2,2024,False,False,True,3,97.11000000000001,Low,0.0,204,0.0,194.22000000000003,0.0,0.0,0.0,0.0,0.0,0.0
T000062,U0147,P023,52.68,2024-08-28,28,8,2024,0,0,True,False,False,False,False,False,3.9830404926634264,7.258098924649622,-0.3443105700849691,0.18635607321131448,Books,Ishaan Mehta,22.0,Ghaziabad,2023-09-14,14,9,2023,False,True,False,12,75.10333333333334,High,2.0,7,40.02,257.28,32.85,103.53999999999999,77.19,141.2,0.0,23.85
T000063,U0180,P019,14.6,2025-03-21,21,3,2025,0,0,False,True,False,False,False,False,2.747270914255491,3.82099463490856,-1.2626373634109125,0.0,Home,Reyansh Verma,53.0,Bhopal,2022-04-27,27,4,2022,True,False,False,7,122.6075,High,2.0,19,0.0,0.0,190.78,0.0,221.44,48.04,30.17,0.0
T000064,U0071,P001,29.53,2023-04-11,11,4,2023,0,0,True,False,False,False,False,False,3.4187098067467865,5.43415126767741,-0.9025895949141599,0.07306450034256633,Grocery,Kabir Roy,34.0,Bengaluru,2022-01-10,10,1,2022,True,False,False,9,82.455,High,2.0,315,156.49,36.11,0.0,52.49,29.53,299.53,85.49,0.0
T000065,U0156,P048,46.92,2024-08-09,9,8,2024,0,0,False,False,False,True,False,False,3.869532953807194,6.849817515817484,-0.4832171438653639,0.15816775961632573,Clothing,Reyansh Amin,26.0,Jaipur,2023-09-23,23,9,2023,False,False,True,4,92.12,Medium,1.0,449,0.0,0.0,46.92,0.0,0.0,104.47,0.0,124.97
T000066,U0199,P015,25.82,2024-12-22,22,12,2024,0,0,True,False,False,False,False,False,3.2891478778535324,5.081338406365,-0.9920589332345184,0.05490848585690515,Books,Meera Roy,32.0,Ghaziabad,2022-02-10,10,2,2022,False,True,False,9,92.57285714285715,High,2.0,81,0.0,288.35,40.28,61.43,0.0,218.94,39.01,0.0
T000067,U0057,P041,145.39,2024-05-28,28,5,2024,0,0,False,False,True,False,False,False,4.98627429318332,12.057777573002413,1.8914582589394056,0.6400606831751003,Home,Aarav Gupta,25.0,Pune,2023-02-21,21,2,2023,False,True,False,5,87.152,High,2.0,407,132.32,72.69,30.35,55.01,0.0,145.39,0.0,0.0
T000068,U0174,P049,23.15,2023-10-08,8,10,2023,1,1,False,False,False,False,False,True,3.184284380098582,4.811444689487764,-1.056447917955639,0.04184202799256141,Home,Ira Kulkarni,34.0,Hyderabad,2024-05-02,2,5,2024,True,False,False,7,50.82714285714285,Medium,1.0,39,48.04,100.94,14.6,0.0,52.3,23.15,116.76,0.0
T000069,U0161,P007,41.93,2023-03-22,22,3,2023,1,1,False,False,False,False,False,True,3.7595708822364693,6.47533782902483,-0.6035546096924768,0.1337476754428893,Books,Aarav Joshi,24.0,Pune,2023-05-15,15,5,2023,True,False,False,5,59.246,Medium,1.0,20,89.47,134.08,0.0,0.0,0.0,0.0,40.76,31.92
T000070,U0080,P029,59.05,2025-01-17,17,1,2025,0,0,False,True,False,False,False,False,4.095177548525992,7.684399781375251,-0.19069340428963677,0.2175296075168836,Clothing,Ishaan Amin,18.0,Jaipur,2024-07-16,16,7,2024,True,False,False,7,62.01285714285715,High,2.0,200,0.0,0.0,59.05,101.83,138.17,43.27,91.77,0.0
T000071,U0188,P009,129.64,2024-08-27,27,8,2024,0,0,False,True,False,False,False,False,4.8724454486622095,11.385956261992225,1.5116355962586387,0.562983263188803,Clothing,Muhammad Das,31.0,Bengaluru,2022-06-10,10,6,2022,True,False,False,8,81.32333333333334,High,2.0,242,0.0,49.1,222.48,0.0,0.0,142.34,74.02,0.0
T000072,U0084,P048,23.07,2023-12-26,26,12,2023,0,0,False,False,False,True,False,False,3.1809662517949806,4.803123983409131,-1.058377175924811,0.041450523637075465,Clothing,Kiara Kapoor,27.0,Hyderabad,2022-03-19,19,3,2022,False,True,False,4,61.123333333333335,Low,0.0,17,0.0,53.98,96.81,0.0,32.58,0.0,0.0,0.0
T000073,U0052,P009,109.72,2025-01-19,19,1,2025,0,0,True,False,False,False,False,False,4.707004491869359,10.474731500138798,1.0312503619347737,0.4654986786728002,Clothing,Vivaan Patel,28.0,Nagpur,2024-01-16,16,1,2024,False,True,False,12,84.46777777777778,High,2.0,24,57.08,122.91999999999999,157.13,134.35,97.29,191.44,0.0,0.0
T000074,U0136,P033,54.93,2023-12-03,3,12,2023,0,0,False,False,False,False,True,False,4.024100908833496,7.4114775854751125,-0.2900501897020024,0.19736713320935695,Clothing,Anaya Bose,44.0,Pune,2024-05-10,10,5,2024,False,False,True,5,86.9,Medium,1.0,240,0.0,92.16,54.93,0.0,37.57,162.94,0.0,0.0
T000075,U0066,P031,30.3,2024-11-24,24,11,2024,0,0,False,False,False,False,True,False,3.4436180975461075,5.504543577809154,-0.8840204869608781,0.07683272976411863,Grocery,Aditya Ghosh,42.0,Hyderabad,2024-08-22,22,8,2024,True,False,False,3,41.803333333333335,Low,0.0,31,0.0,36.91,0.0,0.0,30.3,58.2,0.0,0.0
T000076,U0030,P030,72.04,2023-10-16,16,10,2023,0,0,False,True,False,False,False,False,4.291007236286713,8.487638069569178,0.12256985845469126,0.28110012723891553,Home,Aarohi Sharma,29.0,Hyderabad,2023-11-30,30,11,2023,False,False,True,9,118.80199999999999,High,2.0,33,168.95,176.11,0.0,102.74,0.0,146.21,0.0,0.0
T000077,U0194,P015,61.52,2025-03-24,24,3,2025,1,1,False,False,False,False,False,True,4.135486505553276,7.8434686204510315,-0.1311275644914465,0.2296173044925125,Books,Vihaan Kapoor,22.0,Ahmedabad,2024-07-19,19,7,2024,False,True,False,5,68.1025,Medium,1.0,222,0.0,110.05000000000001,0.0,0.0,0.0,56.59,85.99,19.78
